,Unnamed: 0,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
1560,1560,425157539,Sudden Prey,John Sandford,1997,Berkley Publishing Group
1561,1561,553585681,Always a Thief,Kay Hooper,2003,Bantam Books
1562,1562,553585118,Once a Thief,Kay Hooper,2002,Bantam Books
1563,1563,886777690,A Thousand Words for Stranger (Daw Book Collectors),Julie E. Czerneda,1997,Daw Books
1564,1564,743212002,Deck the Halls,Mary Higgins Clark,2000,Simon &amp; Schuster
1565,1565,3426650754,"Der Mann, der's wert ist.",Eva Heller,1994,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
1566,1566,1854877178,Come Home Forever,Jan McDaniel,1997,Scarlet Books
1567,1567,380803526,The Renegades: Cole (Renegades),Genell Dellin,1999,Avon
1568,1568,373152655,Christmas Miracles,Betty Neels,1997,Harlequin
1569,1569,451404033,Fires in the Mist,Barbara Dolan,1994,New Amer Library (Mm)
1570,1570,1583140352,Return to Love (Arabesque),Viveca Carlysle,1999,Bet Books
1571,1571,1854879073,The Marriage Plan,Judy Jackson,1997,Scarlet Books
1572,1572,821728326,The Eagle and the Dove,Lewis Orde,1989,Zebra Books
1573,1573,037348397X,The Donovan Legacy,Nora Roberts,1999,Harlequin
1574,1574,380773155,"It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary (Confident Collector)",Beatrice Sparks,1994,Avon
1575,1575,3404100263,Die Nadel,Ken Follett,1980,Gustav Lubbe Verlag GmbH
1576,1576,679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA
1577,1577,2070417700,Deus Irae,Philip Kindred Dick,2001,Gallimard
1578,1578,2070360075,Le Vieil Homme et la Mer,Ernest Hemingway,1972,Gallimard
1579,1579,786889373,The Big Picture,Douglas Kennedy,1998,Warner Books (Mm)
1580,1580,2207245810,Radio libre Albemuth,Philip Kindred Dick,1998,DenoÃ?Â«l
1581,1581,2207250474,Siva,Philip K. Dick,2000,DenoÃ?Â«l
1582,1582,2290331406,Dr. Bloodmoney,Philip K. Dick,2002,J'ai lu
1583,1583,2070426815,L'oeil de la sibylle,Dick,2003,Gallimard
1584,1584,2290305251,A rebrousse-temps,Philip K. Dick,1999,J'ai lu
1585,1585,2070364283,La Perle,John Steinbeck,1973,Gallimard
1586,1586,2266128566,Le Meilleur des mondes,Aldous Huxley,2002,Pocket
1588,1588,2253152277,de mourir,Paulo Coelho,2002,LGF
1589,1589,2207252000,La Maison des feuilles,Mark Z. Danielewski,2002,DenoÃ?Â«l
1590,1590,2253170453,Risque mortel,Robin Cook,1998,LGF
1591,1591,2723409821,"Balade au bout du monde, tome 4 : La pierre de folie",Laurent Vicomte,1993,GlÃ?Â©nat
1592,1592,2070415686,"Le Guide galactique, tome 1",Jean Bonnefoy,2000,Gallimard
1593,1593,2258036992,La porte obscure,Philip K. (Philip Kindred) Dick,1994,Presses de la CitÃ?Â©
1594,1594,2207251756,"Nouvelles : tome 2, 1953-1981",Philip Kindred Dick,2000,DenoÃ?Â«l
1596,1596,2070360423,LA Peste (Folio Series: No. 42),Albert Camus,1985,Distribooks
1597,1597,394822862,Bears in the Night (Bright &amp; Early Books),Stan Berenstain,1971,Random House
1598,1598,874493803,A First Book of Shapes (Preschool Dinosaur Playhouse),A. J. Wood,1988,Modern Publishing
1599,1599,1569870942,Edgar the Lion Who Would Be a Good King,Sunny Griffin,1993,Landoll
1600,1600,1579730272,The Not-So-Perfect Picnic,Disney Enterprises Inc,1998,Advance Publishers LLC
1602,1602,2253004898,Guerre De Troie N'Aura Pas Lieu,Jean Giraudoux,2001,Distribooks Inc
1603,1603,812094271,Miro (Famous Artists),Nicholas Ross,1995,Barron's Educational Series
1604,1604,380600129,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy
1605,1605,451522389,The Time Machine and the Invisible Man,H. G. Wells,1984,Signet Classics
1606,1606,425169324,Sworn to Defend,Carolyn Wheat,1999,Berkley Publishing Group
1607,1607,082176828X,What You Wish for,Fern Michaels,2001,Zebra Books
1608,1608,316693324,When the Wind Blows,James Patterson,1998,Replica Books
1609,1609,553283685,Hyperion,DAN SIMMONS,1990,Bantam
1610,1610,1841215457,Dad Alert! (Orchard Red Apple S.),Ros Stanley,2000,Orchard Books
1611,1611,64410358,"No Survivors (Nightmare Room Thrillogy, 3)",R. L. Stine,2001,Avon Books
1612,1612,7108648,Whizzard (Tales of the Dark Forest S.),Steve Barlow,2003,Trafalgar Square Books
1613,1613,64472930,Circle of Three #3: Second Sight (Circle of Three),Isobel Bird,2001,Avon
1614,1614,590629824,The Capture (Animorphs (Paperback Numbered)),Katherine Applegate,1997,Scholastic
1615,1615,743412273,Pet Sematary,Stephen King,2001,Pocket
1616,1616,8420725927,Lazarillo De Tormes (Biblioteca Didactica Anaya),Anonimo,1998,Continental Book Company
1617,1617,140089586,The Second Rumpole Omnibus (Crime Monthly),John Mortimer,1989,Penguin Books
1618,1618,316140651,Johnny Long Legs (Matt Christopher Sports Classics),Matthew F Christopher,1988,"Little, Brown"
1619,1619,1559277785,Full House,Janet Evanovich,2002,Audio Renaissance
1620,1620,345367898,Witching Hour (Lives of the Mayfair Witches),Anne Rice,1991,Ballantine Books
1621,1621,205280854,Including Students with Special Needs: A Practical Guide for Classroom Teachers,Marilyn Penovich Friend,1998,Prentice Hall
1622,1622,553110721,"House Harkonnen (Dune: House Trilogy, Book 2)",Brian Herbert,2000,Bantam Books
1623,1623,1558534245,Sailing on the Ice: And Other Stories from the Old Squire's Farm,C. A. Stephens,1996,Thomas Nelson Inc
1624,1624,553580272,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000,Spectra Books
1625,1625,1560980087,Bertha Lum (American Printmakers),Mary Evans O'Keefe Gravalos,1991,Smithsonian Inst Pr
1626,1626,679412271,Where the Suckers Moon: An Advertising Story,Randall Rothenberg,1994,Alfred A. Knopf
1627,1627,803281730,The Rocky Mountain Wonderland,Enos A. Mills,1991,Univ of Nebraska Pr
1628,1628,345396529,First King of Shannara,Terry Brooks,1996,Ballantine Books
1629,1629,440455332,Me and My Little Brain,JOHN FITZGERALD,1972,Yearling
1630,1630,1860462995,The Swan: A Novel,Sebastiano Vassalli,1998,Harvill Press
1631,1631,679452281,Asylum,Patrick McGrath,1997,Random House Inc
1632,1632,811807150,Swimmer in the Secret Sea: Novella,William Kotzwinkle,1994,Chronicle Books Llc
1633,1633,393029190,And the Sea Will Tell,Vincent Bugliosi,1991,W W Norton &amp; Co Inc
1634,1634,385425686,Fishboy: A Ghost's Story,Mark Richard,1994,Anchor
1635,1635,312169655,Popcorn,Ben Elton,1997,Thomas Dunne Books
1636,1636,785324712,All New Great American Favorite Brand Name Cookbook,Ltd Editorial Staff Publication International,1997,Publications International
1637,1637,449912558,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books
1638,1638,934257345,Glad Rags,MacDonald Harris,1991,Story Line Press
1639,1639,312205872,Slightly  Chipped: Footnotes in Booklore,Lawrence Goldstone,1999,St Martins Pr
1640,1640,670867144,"The 3,000 Mile Garden: An Exchange of Letters on Gardening, Food, and the Good Life",Leslie Land,1996,Viking Books
1641,1641,805051732,"The Word \Desire\""""",Rikki Ducornet,1997,Henry Holt &amp; Company
1642,1642,449300021,Les Miserables,VICTOR HUGO,1982,Fawcett
1643,1643,684835983,Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000,Simon &amp; Schuster
1644,1644,440226430,Summer Sisters,Judy Blume,1999,Dell Publishing Company
1645,1645,385721358,Look at Me,Jennifer Egan,2002,Anchor Books/Doubleday
1646,1646,031231616X,I Capture the Castle,Dodie Smith,2003,St. Martin's Griffin
1647,1647,764504509,PowerPoint 2000 for Windows for Dummies,Doug  Lowe,1999,For Dummies
1648,1648,089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co
1649,1649,767912233,Babyville,JANE GREEN,2003,Broadway
1650,1650,971453217,On Becoming Baby Wise: Parenting Your Pre Toddler 5-15 Months (On Becoming. . .),Gary Ezzo,2001,Hawks Flight &amp; Association
1651,1651,971453209,"On Becoming Baby Wise: The Classic Reference Guide Used by Over 1,000,000 Parents Worldwide",Gary Ezzo,2001,Hawks Flight &amp; Association
1652,1652,785268030,Starting Your Marriage Right &lt;i>what You Need To Know In The Early Years To Make It Last A Lifetime&lt;/i>,Dennis Rainey,2000,Nelson Books
1653,1653,743201736,The Motley Fool Investment Guide : How The Fool Beats Wall Streets Wise Men And How You Can Too,David Gardner,2001,Fireside
1654,1654,894805770,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing
1655,1655,440177499,Snow Queen,Joan D. Vinge,1984,Bantam Doubleday Dell
1656,1656,553232053,Tea with the Black Dragon,R. A. MacAvoy,1983,Bantam Books
1657,1657,312269102,Tattoo Girl,Brooke Stevens,2001,St. Martin's Griffin
1658,1658,62502174,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1993,HarperSanFrancisco
1659,1659,688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial
1660,1660,345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books
1661,1661,345401123,Your Blues Ain't Like Mine,BEBE MOORE CAMPBELL,1995,Ballantine Books
1662,1662,1593160151,"Use What You've Got, and Other Business Lessons I Learned from My Mom",Barbara Corcoran,2003,Listen &amp; Live Audio
1663,1663,1593160127,Nina: Adolescence,Amy Hassinger,2003,Listen &amp; Live Audio
1664,1664,451209435,Fear of Flying,Erica Jong,2003,New American Library
1665,1665,1551669501,Diamond Spur,Diana Palmer,2002,Mira
1666,1666,375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA
1667,1667,618126988,The Silmarillion,J.R.R. Tolkien,2001,Houghton Mifflin
1668,1668,60094850,The Torn Skirt,Rebecca Godfrey,2002,Perennial
1669,1669,60192305,There's a Spiritual Solution to Every Problem,Wayne W. Dyer,2001,HarperCollins
1670,1670,142000361,The Florabama Ladies' Auxiliary &amp; Sewing Circle,Lois Battle,2002,Penguin Books
1671,1671,872860175,Howl and Other Poems (Pocket Poets),Allen Ginsberg,1956,City Lights Publishers
1672,1672,031219126X,"Frankenstein: Complete, Authoritative Text With Biographical, Historical, and Cultural Contexts, Critical History, and Essays from Contemporary Critic ... tive (Case Studies in Contemporary Criticism)",Mary Wollstonecraft Shelley,2000,Bedford Books
1673,1673,20518609,Short Stories of Ernest Hemingway (A Scribner classic),Ernest Hemingway,1987,Simon &amp; Schuster
1674,1674,345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
1675,1675,446310492,To Kill a Mockingbird,Harper Lee,1985,Warner Books
1676,1676,037348285X,Birds Bees And Babies 1994,Nora Roberts,1994,Silhouette
1677,1677,515090506,The Cat Who Played Brahms,Lilian Jackson Braun,1997,Jove Books
1678,1678,399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group
1679,1679,812590244,Irish Eyes: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),Andrew M. Greeley,2001,Forge
1680,1680,963641328,Totally Useless Office Skills: 75 Great Ways to Play at Work,Rick Davis,1997,Hobblebush Books
1681,1681,1574551108,Catechism of the Catholic Church,Catholic Church,2000,USCCB
1682,1682,879739304,Father McBride's Family Catechism: Based on the Catechism of the Catholic Church,Alfred McBride,1997,Our Sunday Visitor
1683,1683,965712516,The Missionary's Catechism,Russell L. Ford,1998,US
1684,1684,670829943,The Enthusiasms of Roberston Davies,Robertson Davies,1990,Penguin USA
1685,1685,60192119,As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,2000,HarperCollins Publishers
1686,1686,836218256,Something Under the Bed Is Drooling,Bill Watterson,1988,Andrews McMeel Publishing
1687,1687,898707129,The War Against Population: The Economics and Ideology of Population Control,Jacqueline Kasun,1999,Ignatius Press
1688,1688,805420460,Mere Christianity,C. S. Lewis,2000,Broadman &amp; Holman Pub
1689,1689,140140352,Haroun and the Sea of Stories,Salman Rushdie,1991,Penguin Putnam~trade
1690,1690,1575666529,"Wedding Day Murder: A Lucy Stone Mystery (Meier, Leslie. Lucy Stone Mystery.)",Leslie Meier,2001,Kensington Publishing Corporation
1691,1691,312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
1692,1692,440221102,The Complete Book of Food Counts (Complete Book of Food Counts),Corinne T. Netzer,1998,Dell
1693,1693,316969680,The Beach House,James Patterson,2002,"Little, Brown"
1694,1694,8807015293,Bar sport duemila (I narratori/Feltrinelli),Stefano Benni,1997,Feltrinelli
1695,1695,881787017X,Senza Sangue,Alessandro Baricco,2002,Rizzoli Publications
1696,1696,449207463,Superior Women,Alice Adams,1993,Fawcett Books
1697,1697,689109865,The BOOK OF BEBB,Frederick Buechner,1979,Scribner
1699,1699,312423209,Mason &amp; Dixon,Thomas Pynchon,2004,Picador
1700,1700,141180633,Vineland,Thomas Pynchon,1997,Penguin Books
1701,1701,140283382,Gravity's Rainbow,Thomas Pynchon,2000,Penguin Books
1702,1702,786248688,The Book of Illusions (Thorndike Americana),Paul Auster,2003,Thorndike Press
1703,1703,773762078,Maiden of the Mist: A Legend of Niagara Falls,Veronika Martenova Charles,2001,Stoddart Kids
1704,1704,884041093,Self analysis: A simple self-help volume of tests and techniques based on the discoveries contained in dianetics,L. Ron Hubbard,1982,Bridge Publications
1705,1705,884040801,Self Analysis,Ron L. Hubbard,1982,Bridge Pubns
1706,1706,786887842,Rabbit-Proof Fence : The True Story of One of the Greatest Escapes of  All Time,Doris Pilkington,2002,Miramax
1708,1708,192817264,Kidnapped and Catriona (World Classics),Robert Louis Stevenson,1986,Oxford University Press
1709,1709,751522732,Shes Leaving Home,Edwina Currie,2001,Little Brown UK Ltd
1710,1710,91850401,South Seas Myths and Legends (Myths and Legends Series),Donald A. Mackenzie,1996,Trafalgar Square
1711,1711,1853260312,"20,000 Leagues Under the Sea (Wordsworth Collection)",Jules Verne,1998,NTC/Contemporary Publishing Company
1712,1712,140016821,Cider With Rosie,Laurie Lee,1978,Penguin USA
1713,1713,440418569,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2003,Yearling
1714,1714,786014210,Darkness,Sam Siciliano,2001,Kensington Publishing Corporation
1715,1715,441005667,Forever Peace (Remembering Tomorrow),Joe Haldeman,1998,Ace Books
1716,1716,553259830,Battle Cry,Leon Uris,1982,Bantam Books
1717,1717,312965338,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,1998,St. Martin's Press
1718,1718,1888740051,"Climbing Mt. Shasta: Route 1, Avalanche Gulch",Steve Lewis,1996,Photografix
1719,1719,61008028,Fighter: The True Story of the Battle of Britain,Len Deighton,1994,Harper Mass Market Paperbacks (Mm)
1720,1720,1931646384,Never Act Your Age: Play the Happy Childlike Role Well at Every Age,Dale L. Anderson,2002,Beaver's Pond Press
1721,1721,399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade
1722,1722,157566559X,The Biograph Girl,William J. Mann,2000,Kensington Publishing Corp.
1723,1723,3423125551,Sofies Welt,Jostein Gaarder,1999,Deutscher Taschenbuch Verlag
1724,1724,60514949,Dead Ringer,Lisa Scottoline,2004,HarperTorch
1725,1725,425188361,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,2003,Berkley Publishing Group
1726,1726,66210151,The Book of Shadows: A Novel,James Reese,2002,William Morrow
1727,1727,395177111,The Hobbit (Leatherette Collector's Edition),J. R. R. Tolkien,1973,Houghton Mifflin Company
1728,1728,375411992,Blackwood Farm (The Vampire Chronicles),Anne Rice,2002,Alfred A. Knopf
1729,1729,60287802,Judge Judy Sheindlin's Win or Lose by How You Choose,Judge Judy Sheindlin,2000,HarperCollins
1730,1730,3442730066,Vishnus Tod.,Manil Suri,2002,Btb Bei Goldmann
1731,1731,394718968,Plays by and about Women,VICTORIA SULLIVAN,1974,Vintage
1732,1732,192820753,The New Oxford Book of Light Verse (Oxford paperbacks),Kingsley Amis,1987,Oxford Univ Pr
1733,1733,671744003,AUTOBIOGRAPHY OF FBI SPECIAL AGENT DALE COOPER,Dale Cooper,1991,Pocket
1734,1734,3596129389,Die Zauberfrau.,Hera Lind,1995,"Fischer (Tb.), Frankfurt"
1735,1735,915308789,The Graywolf Annual Two : Short Stories by Women (Graywolf Annual),Scott Walker,1986,Graywolf Press
1736,1736,3423620196,Theos Reise. Roman ber die Religionen der Welt.,Catherine Clement,2000,Dtv
1737,1737,743203313,The Blackwater Lightship: A Novel,Colm Toibin,2001,Scribner
1738,1738,425177173,Atlantis Found,Clive Cussler,2001,Berkley Publishing Group
1739,1739,425172554,Primary Target,Joe Weber,1999,Berkley Publishing Group
1740,1740,440224764,The Partner,John Grisham,1998,Dell Publishing Company
1741,1741,553572997,The Alienist,Caleb Carr,1995,Bantam Books
1742,1742,034543076X,Manifold: Time (Manifold (Paperback)),Stephen Baxter,2000,Del Rey Books
1743,1743,380727501,Notes from a Small Island,Bill Bryson,1997,Perennial
1744,1744,312423799,Dry : A Memoir,Augusten Burroughs,2004,Picador
1745,1745,743249887,Welcome to Higby : A Novel,Mark Dunn,2003,Touchstone
1746,1746,316089745,The Wooden Nickel: A Novel,William Carpenter,2003,Back Bay Books
1747,1747,037542217X,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith,2003,Pantheon
1748,1748,345440773,The Redemption of Althalus,David Eddings,2000,Del Rey
1749,1749,440208912,Harvest,BELVA PLAIN,1991,Dell
1750,1750,61093106,"Red, White and Blue : A Novel",Susan Isaacs,1999,HarperTorch
1751,1751,373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette
1752,1752,515120006,Holding the Dream (Dream Trilogy),Nora Roberts,2001,Jove Books
1753,1753,515127396,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books
1754,1754,345433084,The Syndrome : A Thriller,John Case,2001,Ballantine Books
1755,1755,345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books
1756,1756,385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1999,Anchor
1757,1757,385486804,Into the Wild,Jon Krakauer,1997,Anchor
1758,1758,385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,Doubleday
1759,1759,1555973981,Baby B,Michael Ryan,2004,Graywolf Press
1760,1760,451180208,Material Witness,Robert K. Tanenbaum,1994,Signet Book
1761,1761,089587198X,Great Bike Rides in and Around Winston-Salem,Judi Lawson Wallace,2000,John F. Blair Publisher
1762,1762,198811020,Metaphysical Lyrics Poems 17 Cen,Grierson,1997,Oxford University Press
1763,1763,525237704,World According to Garp: A Novel,John Irving,1978,Penguin USA
1764,1764,039914255X,Eat Right for Your Type,Peter J. D'Adamo,1996,G. P. Putnam's Sons
1765,1765,340649763,Dancing at the Victory Cafe: A Novel with Recipes,Helene Wiggin,1995,Hodder &amp; Stoughton General Division
1766,1766,440236673,The Brethren,John Grisham,2000,Island
1767,1767,553295071,Sliver: A Novel,Ira Levin,1993,Bantam Books
1768,1768,316291161,The French Lieutenant's Woman (French Lieutenant's Woman),John Fowles,1998,Back Bay Books
1769,1769,449208397,If Life Is a Bowl of Cherries What Am I Doing in the Pits,Erma Bombeck,1990,Fawcett Books
1770,1770,1590171012,The Magic Pudding: Being the Adventures of Bunyip Bluegum and His Friends Bill Barnacle &amp; Sam Sawnoff (New York Review Children's Collection),Norman Lindsay,2004,New York Review Children's Collection
1771,1771,60505273,The Sewing Circles of Herat : A Personal Voyage Through Afghanistan,Christina Lamb,2004,Perennial
1772,1772,752999958,Jurassic Park/Congo,Crichton Michael,1997,Random House UK Ltd (A Division of Random House Group)
1773,1773,702229962,Setting Out on the Voyage: The World of an Incorrigible Adventurer,Nancy Creagh Phelan,1998,University of Queensland Pr (Australia)
1774,1774,679771476,The Law of Similars,CHRIS BOHJALIAN,2000,Vintage
1775,1775,684848597,People of the Lie,M. Scott Peck,1998,Touchstone
1776,1776,031215125X,The Far Pavilions,M. M. Kaye,1997,St. Martin's Press
1777,1777,64405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy
1779,1779,61056871,Independence Day,Dean Devlin,1996,HarperEntertainment
1780,1780,590988301,Pet-Rified!,Dean Marney,1997,Scholastic
1781,1781,883659654,The Company of Cats : 20 Contemporary Stories of Family Cats,Michael J. Rosen,2004,Galahad
1782,1782,440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company
1783,1783,076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,Broadway Books
1784,1784,330357808,Marilyn's almost terminal New York adventure,Justine Ettler,1996,Picador
1785,1785,425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group
1786,1786,676974562,Atonement,Ian McEwan,2002,Random House
1787,1787,307001385,"Whispering Rabbit, The",Margaret Wise Brown,1992,Golden Books
1788,1788,595157939,The Mystery of the Poison Arrow Tree,Shel Arensen,2001,Authors Choice Press
1789,1789,702231088,Sally Marshall Is Not an Alien (Uqp Storybridge Series),Amanda McKay,1999,Intl Specialized Book Service Inc
1790,1790,140143599,Cantor's Dilemma,Carl Djerassi,1991,Penguin Books
1791,1791,62502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco
1792,1792,60175400,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins
1793,1793,1573221775,My Dream of You,Nuala O'Faolain,2001,Riverhead Books
1794,1794,913367044,The Case for Christ : A Journalist's Personal Investigation of the Evidence for Jesus,Lee Strobel,1998,Zondervan Publishing House
1795,1795,1888698357,"The Mighty 'Mox: The 75th Anniversary History of the People, Stories, and Events That Made Kmox a Radio Giant",Sally Rains,2000,Diamond Communications
1796,1796,913367176,Stories for the Faithful Heart,various authors,2000,"Graham, Billy Evangelistic Association"
1797,1797,933121245,Book of African Names,Osuntoki,1990,Black Classic Press
1798,1798,312168144,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,1997,St Martins Pr
1799,1799,451528182,Sir Gawain and the Green Knight (Signet Classics (Paperback)),Burton Raffel,2001,Signet Book
1800,1800,671537458,Waiting to Exhale,Terry McMillan,1995,Pocket
1801,1801,786014741,Body Double,Don Lassiter,2002,Zebra Books
1802,1802,517573822,Jimmy Stewart and His Poems,Jimmy Stewart,1997,Random House Inc
1803,1803,877732906,A SOCIABLE GOD,KEN WILBER,1984,Shambhala
1804,1804,743437810,The Vanished Man : A Lincoln Rhyme Novel (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2004,Pocket Books
1805,1805,385240406,Time Flies,Bill Cosby,1987,Bantam Dell Pub Group
1806,1806,60116188,My side: The autobiography of Ruth Gordon,Ruth Gordon,1976,Harper &amp; Row
1807,1807,394742591,The Habit of Being,Flannery O'Connor,1980,Random House Inc
1808,1808,517149257,The Ultimate Hitchhiker's Guide,Douglas Adams,1996,Random House Value Publishing
1809,1809,374517886,The Collected Stories of Isaac Bashevis Singer,Isaac Bashevis Singer,1983,Farrar Straus Giroux
1810,1810,850315336,Nothingmas Day,Adrian Mitchell,1986,Random House (Merchandising)
1811,1811,312964854,Hush Little Babies : The True Story Of A Mother Who Murdered Her Own Children (St. Martin's True Crime Library),Donald A. Davis,1997,St. Martin's Paperbacks
1812,1812,743222008,The Vanished Man : A Lincoln Rhyme Novel,Jeffery Deaver,2003,Simon &amp; Schuster
1813,1813,684863324,GARDENS IN THE DUNES: A Novel,Leslie Marmon Silko,2000,Simon &amp; Schuster
1814,1814,618127453,Sparks of Genius: The Thirteen Thinking Tools of the World's Most Creative People,Robert S. Root-Bernstein,2001,Mariner Books
1815,1815,884053660,The world of P,Joe Marcus,1976,Mason/Charter
1816,1816,812590236,Irish Mist: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),Andrew M. Greeley,2000,Forge
1817,1817,515127221,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books
1818,1818,425161242,Chromosome 6,Robin Cook,2000,Berkley Publishing Group
1819,1819,451200993,Sleeping Murder (Miss Marple Mysteries (Paperback)),Agatha Christie,2000,New American Library
1820,1820,679765123,Incidents in the Rue Laugier (Vintage Contemporaries),Anita Brookner,1997,Vintage Books USA
1821,1821,312982194,Gettin' Merry,Beverly Jenkins,2002,St. Martin's Paperbacks
1822,1822,451195922,Skull Session,Daniel Hecht,1998,Signet Book
1823,1823,425169863,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group
1824,1824,345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books
1825,1825,446609323,Black Friday,James Patterson,1989,Warner Vision
1826,1826,316690619,Cradle and All,James Patterson,2000,Little Brown and Company
1827,1827,446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision
1828,1828,155143234X,Flight from Big Tangle (Orca Young Reader),Anita Daher,2003,Orca Book Publishers
1829,1829,891074759,"Arthur (The Pendragon Cycle, Book 3)",Stephen R. Lawhead,1989,Good News Pub
1830,1830,449222276,Belgrave Square,Anne Perry,1993,Fawcett Books
1831,1831,440224608,Siberian Light,Robin A. White,1998,Dell Publishing Company
1832,1832,451201558,Cold Case,Stephen White,2001,Signet Book
1833,1833,61032077,To Cut a Long Story Short,Jeffrey Archer,2001,HarperTorch
1835,1835,679459626,Flesh and Blood,Jonathan Kellerman,2001,Random House
1836,1836,812566629,Darwinia,Robert Charles Wilson,1999,Tor Books
1837,1837,816614024,A Thousand Plateaus: Capitalism and Schizophrenia,Gilles Deleuze,1987,University of Minnesota Press
1838,1838,3518390473,Der Wettermacher.,Peter Weber,1999,Suhrkamp
1839,1839,340414578X,Intrige.,Thomas Gifford,2001,LÃ?Â¼bbe
1840,1840,3596113350,Die Mambo Kings spielen Songs der Liebe. Roman.,Oscar Hijuelos,1992,"Fischer (Tb.), Frankfurt"
1841,1841,3453189442,Das verbotene Lied.,Taiping Shangdi,2001,Heyne
1842,1842,3462031252,Quadrupelfuge.,Harald Schmidt,2002,Kiepenheuer &amp; Witsch
1843,1843,671001701,Legend,Jude Deveraux,1997,Pocket
1844,1844,782125557,Mastering Linux Premium Edition,Arman Danesh,1999,Sybex Inc
1845,1845,1555217532,The Complete Hot; Spicy Cookbook,Emma Callery,1991,Book Sales
1846,1846,843943769,Avatar,Donald Beman,1998,Leisure Books
1847,1847,553583085,Kissed by Shadows (Get Connected Romances),Jane Feather,2003,Bantam Books
1848,1848,1892051001,"Guinness 2000 Book of Records: Millennium Edition (Guinness Book of Records, 2000)",Guinness Media Inc.,1999,Guinness Records
1849,1849,805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,Henry Holt &amp; Company
1850,1850,1587991039,Technomanifestos: Visions from the Information Revolutionaries,Adam Brate,2002,Thomson Texere
1851,1851,1587214768,The Wicked Priest: An Allegory in Two Acts,Bob Levis,2000,1stBooks Library
1852,1852,802130496,Doctor Sax: Faust Part Three,Jack Kerouac,1988,Grove Press
1853,1853,1857931467,Dorien's Diary: My Intimate Confessions,Maurice Gran,1993,Chrysalis Books
1854,1854,380717085,Fg on Our Immigrant Ance,J Smith,1992,Avon
1855,1855,380712172,Fg Cooks 3 Ancient Cuis,J Smith,1991,Avon
1856,1856,380706725,Fg Cooks American,J Smith,1990,Avon
1857,1857,767904281,The Gift of Motherhood : 10 Truths for Every Mother,CHERIE CARTER-SCOTT,2002,Broadway
1858,1858,1558747478,"Chicken Soup for the Parent's Soul : 101 Stories of Loving, Learning and Parenting (Chicken Soup for the Soul (Paper))",Mark Victor Hansen,2000,Health Communications
1859,1859,440512158,"CHILD IS BORN, A",LENNART NILSSON,1986,Dell
